Weight,Name,Source,Target
1,Dua Lipa,Dua Lipa,Tainy
1,Dua Lipa,Dua Lipa,The Chainsmokers
1,Dua Lipa,Dua Lipa,The Weeknd
1,Dua Lipa,Dua Lipa,Tiësto
1,Dua Lipa,Dua Lipa,Tones and I
1,Dua Lipa,Dua Lipa,Wizkid
1,Dua Lipa,Dua Lipa,Young Thug
1,Duki,Duki,J Balvin
1,Duki,Duki,Jhayco
1,Duki,Duki,Juhn
2,Duki,Duki,Juicy J
1,Duki,Duki,Justin Quiles
3,Duki,Duki,Lit Killah
1,Duki,Duki,Manuel Turizo
1,Duki,Duki,María Becerra
1,Duki,Duki,Mora
1,Duki,Duki,Morat
2,Duki,Duki,Nicki Nicole
1,Duki,Duki,Paulo Londra
2,Duki,Duki,Polimá Westcoast
2,Duki,Duki,Quevedo
2,Duki,Duki,Rels B
3,Duki,Duki,Sfera Ebbasta
1,Duki,Duki,TINI
1,Duki,Duki,Tiago PZK
2,Duki,Duki,Trueno
6,Dímelo Flow,Dímelo Flow,Farruko
2,Dímelo Flow,Dímelo Flow,Feid
1,Dímelo Flow,Dímelo Flow,J Balvin
15,Dímelo Flow,Dímelo Flow,Justin Quiles
7,Dímelo Flow,Dímelo Flow,Lenny Tavárez
1,Dímelo Flow,Dímelo Flow,Lunay
2,Dímelo Flow,Dímelo Flow,Lyanno
1,Dímelo Flow,Dímelo Flow,María Becerra
1,Dímelo Flow,Dímelo Flow,Nio García
1,Dímelo Flow,Dímelo Flow,Ozuna
3,Dímelo Flow,Dímelo Flow,Rauw Alejandro
1,Dímelo Flow,Dímelo Flow,Ryan Castro
9,Dímelo Flow,Dímelo Flow,Sech
1,Dímelo Flow,Dímelo Flow,Zion & Lennox
2,Dímelo Flow,Dímelo Flow,Ñengo Flow
1,EL IMA,EL IMA,Juseph
1,EL IMA,EL IMA,La Pantera
1,EL IMA,EL IMA,Quevedo
3,Ed Sheeran,Ed Sheeran,Elton John
3,Ed Sheeran,Ed Sheeran,Eminem
1,Ed Sheeran,Ed Sheeran,Fireboy DML
2,Ed Sheeran,Ed Sheeran,Future
3,Ed Sheeran,Ed Sheeran,J Balvin
1,Ed Sheeran,Ed Sheeran,Jax Jones
1,Ed Sheeran,Ed Sheeran,Justin Bieber
1,Ed Sheeran,Ed Sheeran,Khalid
2,Ed Sheeran,Ed Sheeran,Labrinth
1,Ed Sheeran,Ed Sheeran,Lil Baby
1,Ed Sheeran,Ed Sheeran,Macklemore & Ryan Lewis
1,Ed Sheeran,Ed Sheeran,Maroon 5
1,Ed Sheeran,Ed Sheeran,PSY
2,Ed Sheeran,Ed Sheeran,Paulo Londra
1,Ed Sheeran,Ed Sheeran,Quevedo
1,Ed Sheeran,Ed Sheeran,Russ
7,Ed Sheeran,Ed Sheeran,Taylor Swift
3,Ed Sheeran,Ed Sheeran,The Game
1,Ed Sheeran,Ed Sheeran,The Weeknd
1,Ed Sheeran,Ed Sheeran,Travis Scott
1,Ed Sheeran,Ed Sheeran,Young Thug
1,Ed Sheeran,Ed Sheeran,Zion & Lennox
3,Ella Henderson,Ella Henderson,Jax Jones
1,Ella Henderson,Ella Henderson,Joel Corry
2,Elton John,Elton John,Eminem
1,Elton John,Elton John,John Legend
1,Elton John,Elton John,Justin Timberlake
2,Elton John,Elton John,Kanye West
4,Elton John,Elton John,Lady Gaga
1,Elton John,Elton John,Lil Nas X
1,Elton John,Elton John,Nicki Minaj
1,Elton John,Elton John,Nile Rodgers
13,Elton John,Elton John,PNAU
4,Elton John,Elton John,Queen
1,Elton John,Elton John,Snoop Dogg
2,Elton John,Elton John,Young Thug
1,Em Beihold,Em Beihold,GAYLE
1,Eminem,Eminem,Grace Jones
1,Eminem,Eminem,Jack Harlow
1,Eminem,Eminem,Juice WRLD
10,Eminem,Eminem,Kanye West
2,Eminem,Eminem,Kehlani
1,Eminem,Eminem,Kendrick Lamar
1,Eminem,Eminem,Labrinth
24,Eminem,Eminem,Lil Wayne
19,Eminem,Eminem,Nate Dogg
8,Eminem,Eminem,Nicki Minaj
1,Eminem,Eminem,Polo G
2,Eminem,Eminem,Sia
10,Eminem,Eminem,Snoop Dogg
4,Eminem,Eminem,The Game
1,Eminem,Eminem,The Weeknd
1,Eminem,Eminem,Tiësto
1,Eminem,Eminem,Tyga
2,FINNEAS,FINNEAS,Grayson Villanueva
2,FINNEAS,FINNEAS,Jordan Fisher
2,FINNEAS,FINNEAS,Josh Levi
2,FINNEAS,FINNEAS,Topher Ngo
5,Farruko,Farruko,J Balvin
1,Farruko,Farruko,Jason Derulo
1,Farruko,Farruko,Jhayco
1,Farruko,Farruko,Juhn
9,Farruko,Farruko,Justin Quiles
2,Farruko,Farruko,Lenny Tavárez
1,Farruko,Farruko,Luar la L
1,Farruko,Farruko,Lunay
1,Farruko,Farruko,Maluma
2,Farruko,Farruko,Manuel Turizo
2,Farruko,Farruko,Marshmello
1,Farruko,Farruko,María Becerra
1,Farruko,Farruko,Mora
4,Farruko,Farruko,Nicki Minaj
1,Farruko,Farruko,Nio García
5,Farruko,Farruko,Ozuna
1,Farruko,Farruko,ROSALÍA
4,Farruko,Farruko,Rauw Alejandro
4,Farruko,Farruko,Rvssian
1,Farruko,Farruko,Sean Paul
2,Farruko,Farruko,Sebastián Yatra
4,Farruko,Farruko,Sech
1,Farruko,Farruko,Tiësto
1,Farruko,Farruko,Tony Dize
2,Farruko,Farruko,Travis Scott
8,Farruko,Farruko,Zion & Lennox
24,Farruko,Farruko,Ñengo Flow
3,Feid,Feid,J Balvin
1,Feid,Feid,Jhayco
10,Feid,Feid,Justin Quiles
1,Feid,Feid,KAROL G
8,Feid,Feid,Lenny Tavárez
1,Feid,Feid,Mahmood
2,Feid,Feid,Maluma
1,Feid,Feid,Manuel Turizo
1,Feid,Feid,Mora
1,Feid,Feid,Ozuna
1,Feid,Feid,Pailita
1,Feid,Feid,Paulo Londra
1,Feid,Feid,Rauw Alejandro
1,Feid,Feid,Rels B
1,Feid,Feid,Rema
3,Feid,Feid,Ryan Castro
1,Feid,Feid,Sean Paul
1,Feid,Feid,Sebastián Yatra
12,Feid,Feid,Sech
1,Feid,Feid,Sfera Ebbasta
2,Feid,Feid,Tainy
3,Feid,Feid,Zion & Lennox
3,Feid,Feid,Álvaro Díaz
1,Feid,Feid,Ñengo Flow
1,Felipe Amorim,Felipe Amorim,MC Pedrinho
1,Felipe Amorim,Felipe Amorim,Zé Felipe
1,Fireboy DML,Fireboy DML,Jax Jones
1,Fireboy DML,Fireboy DML,Rema
1,Fivio Foreign,Fivio Foreign,Frank Ocean
2,Fivio Foreign,Fivio Foreign,Kanye West
2,Fivio Foreign,Fivio Foreign,King Von
1,Fivio Foreign,Fivio Foreign,Lil Baby
7,Fivio Foreign,Fivio Foreign,Lil Tjay
1,Fivio Foreign,Fivio Foreign,Luciano
8,Fivio Foreign,Fivio Foreign,Nicki Minaj
1,Fivio Foreign,Fivio Foreign,Playboi Carti
4,Fivio Foreign,Fivio Foreign,Polo G
1,Fivio Foreign,Fivio Foreign,Roddy Ricch
1,Fivio Foreign,Fivio Foreign,Sfera Ebbasta
2,Fivio Foreign,Fivio Foreign,Sleepy Hallow
1,Fivio Foreign,Fivio Foreign,The Game
1,Fivio Foreign,Fivio Foreign,The Kid LAROI
18,Frank Ocean,Frank Ocean,Kanye West
1,Frank Ocean,Frank Ocean,Kendrick Lamar
1,Frank Ocean,Frank Ocean,Lil Baby
2,Frank Ocean,Frank Ocean,Lil Uzi Vert
3,Frank Ocean,Frank Ocean,Playboi Carti
1,Frank Ocean,Frank Ocean,Sampha
1,Frank Ocean,Frank Ocean,Sia
2,Frank Ocean,Frank Ocean,The Weeknd
10,Future,Future,Gunna
1,Future,Future,Halsey
1,Future,Future,J Balvin
1,Future,Future,Jay Rock
13,Future,Future,Juice WRLD
8,Future,Future,Juicy J
2,Future,Future,Justin Bieber
5,Future,Future,Kanye West
3,Future,Future,Kendrick Lamar
4,Future,Future,Kevin Gates
1,Future,Future,Khalid
5,Future,Future,Kodak Black
15,Future,Future,Lil Baby
11,Future,Future,Lil Durk
30,Future,Future,Lil Uzi Vert
13,Future,Future,Lil Wayne
4,Future,Future,Mac Miller
2,Future,Future,Maroon 5
1,Future,Future,Megan Thee Stallion
3,Future,Future,NAV
9,Future,Future,Nicki Minaj
3,Future,Future,Pharrell Williams
2,Future,Future,Playboi Carti
1,Future,Future,Polo G
1,Future,Future,Post Malone
8,Future,Future,Pusha T
1,Future,Future,Rauw Alejandro
4,Future,Future,Roddy Ricch
2,Future,Future,Rvssian
2,Future,Future,SZA
1,Future,Future,Sfera Ebbasta
1,Future,Future,Snoop Dogg
3,Future,Future,Southside
4,Future,Future,Swae Lee
3,Future,Future,Swedish House Mafia
1,Future,Future,Taylor Swift
2,Future,Future,Tems
2,Future,Future,The Game
2,Future,Future,The Kid LAROI
7,Future,Future,The Weeknd
10,Future,Future,Travis Scott
6,Future,Future,Tyga
4,Future,Future,Wiz Khalifa
64,Future,Future,Young Thug
2,Future,Future,YoungBoy Never Broke Again
3,GAYLE,GAYLE,blackbear
2,GIVĒON,GIVĒON,Justin Bieber
1,GIVĒON,GIVĒON,Lil Durk
1,Gesaffelstein,Gesaffelstein,Pharrell Williams
6,Gesaffelstein,Gesaffelstein,The Weeknd
1,Ghostface Killah,Ghostface Killah,John Legend
1,Ghostface Killah,Ghostface Killah,Kanye West
2,Ghostface Killah,Ghostface Killah,Kendrick Lamar
1,Ghostface Killah,Ghostface Killah,Lil Wayne
4,Ghostface Killah,Ghostface Killah,Nate Dogg
1,Ghostface Killah,Ghostface Killah,Pusha T
1,Ghostface Killah,Ghostface Killah,Russ
1,Ghostface Killah,Ghostface Killah,Snoop Dogg
2,Ghostface Killah,Ghostface Killah,Summer Walker
1,Ghostface Killah,Ghostface Killah,The Game
2,Ghostface Killah,Ghostface Killah,Tyga
1,Ghostface Killah,Ghostface Killah,Wiz Khalifa
1,Grace Jones,Grace Jones,Tems
2,Grayson Villanueva,Grayson Villanueva,Jordan Fisher
2,Grayson Villanueva,Grayson Villanueva,Josh Levi
2,Grayson Villanueva,Grayson Villanueva,Topher Ngo
1,Gunna,Gunna,Imanbek
4,Gunna,Gunna,Juice WRLD
2,Gunna,Gunna,Kodak Black
29,Gunna,Gunna,Lil Baby
7,Gunna,Gunna,Lil Durk
7,Gunna,Gunna,Lil Uzi Vert
2,Gunna,Gunna,Lil Wayne
1,Gunna,Gunna,Machine Gun Kelly
1,Gunna,Gunna,Megan Thee Stallion
11,Gunna,Gunna,NAV
4,Gunna,Gunna,Playboi Carti
2,Gunna,Gunna,Polo G
1,Gunna,Gunna,Post Malone
7,Gunna,Gunna,Roddy Ricch
1,Gunna,Gunna,Southside
1,Gunna,Gunna,The Kid LAROI
7,Gunna,Gunna,Travis Scott
1,Gunna,Gunna,Tyga
1,Gunna,Gunna,Wiz Khalifa
1,Gunna,Gunna,Yeat
60,Gunna,Gunna,Young Thug
1,Gunna,Gunna,iann dior
1,Gusttavo Lima,Gusttavo Lima,Hugo & Guilherme
5,Gusttavo Lima,Gusttavo Lima,Jorge & Mateus
1,Gusttavo Lima,Gusttavo Lima,Luan Santana
1,Gusttavo Lima,Gusttavo Lima,Swedish House Mafia
1,Gusttavo Lima,Gusttavo Lima,Xand Avião
2,Gusttavo Lima,Gusttavo Lima,Zé Felipe
1,Halsey,Halsey,Imagine Dragons
1,Halsey,Halsey,Jason Derulo
3,Halsey,Halsey,Juice WRLD
1,Halsey,Halsey,Justin Bieber
2,Halsey,Halsey,Justin Timberlake
2,Halsey,Halsey,Khalid
1,Halsey,Halsey,MNEK
1,Halsey,Halsey,Machine Gun Kelly
1,Halsey,Halsey,Marshmello
2,Halsey,Halsey,Pharrell Williams
1,Halsey,Halsey,Post Malone
2,Halsey,Halsey,SUGA
3,Halsey,Halsey,The Chainsmokers
1,Halsey,Halsey,Troye Sivan
2,Halsey,Halsey,benny blanco
1,Harry Styles,Harry Styles,Tones and I
1,Hugo & Guilherme,Hugo & Guilherme,Jorge & Mateus
1,Hugo & Guilherme,Hugo & Guilherme,Maiara & Maraisa
1,Hugo & Guilherme,Hugo & Guilherme,Mari Fernandez
4,Hugo & Guilherme,Hugo & Guilherme,Marília Mendonça
1,IVE,IVE,Kep1er
1,IVE,IVE,LE SSERAFIM
1,IVE,IVE,NewJeans
2,Imagine Dragons,Imagine Dragons,JID
1,Imagine Dragons,Imagine Dragons,Jason Derulo
1,Imagine Dragons,Imagine Dragons,Kendrick Lamar
1,Imagine Dragons,Imagine Dragons,Khalid
2,Imagine Dragons,Imagine Dragons,Lil Wayne
1,Imagine Dragons,Imagine Dragons,MNEK
1,Imagine Dragons,Imagine Dragons,Troye Sivan
1,Imagine Dragons,Imagine Dragons,Wiz Khalifa
1,Imanbek,Imanbek,Marshmello
1,Imanbek,Imanbek,Sean Paul
1,Imanbek,Imanbek,Sofía Reyes
1,Imanbek,Imanbek,Wiz Khalifa
1,Irama,Irama,Lazza
14,Irama,Irama,Rkomi
1,Irama,Irama,Sfera Ebbasta
4,J Balvin,J Balvin,Jhayco
2,J Balvin,J Balvin,Justin Bieber
2,J Balvin,J Balvin,Justin Quiles
3,J Balvin,J Balvin,KAROL G
1,J Balvin,J Balvin,Khalid
1,J Balvin,J Balvin,Lenny Tavárez
1,J Balvin,J Balvin,Lil Baby
3,J Balvin,J Balvin,Maluma
1,J Balvin,J Balvin,Maroon 5
2,J Balvin,J Balvin,María Becerra
1,J Balvin,J Balvin,Nio García
9,J Balvin,J Balvin,Ozuna
3,J Balvin,J Balvin,Pharrell Williams
1,J Balvin,J Balvin,Polimá Westcoast
1,J Balvin,J Balvin,Post Malone
1,J Balvin,J Balvin,Quevedo
2,J Balvin,J Balvin,ROSALÍA
1,J Balvin,J Balvin,Rauw Alejandro
1,J Balvin,J Balvin,Rvssian
1,J Balvin,J Balvin,Ryan Castro
2,J Balvin,J Balvin,Sean Paul
3,J Balvin,J Balvin,Sech
1,J Balvin,J Balvin,Sfera Ebbasta
1,J Balvin,J Balvin,Shakira
1,J Balvin,J Balvin,Swae Lee
7,J Balvin,J Balvin,Tainy
1,J Balvin,J Balvin,Trueno
3,J Balvin,J Balvin,Tyga
1,J Balvin,J Balvin,Wizkid
1,J Balvin,J Balvin,XXXTENTACION
5,J Balvin,J Balvin,Zion & Lennox
2,J Balvin,J Balvin,benny blanco
1,J Balvin,J Balvin,iann dior
1,J Balvin,J Balvin,thasup
2,J Balvin,J Balvin,Ñengo Flow
7,J. Cole,J. Cole,JID
1,J. Cole,J. Cole,Jay Rock
1,J. Cole,J. Cole,Justin Timberlake
1,J. Cole,J. Cole,Kanye West
7,J. Cole,J. Cole,Kendrick Lamar
1,J. Cole,J. Cole,Lil Baby
1,J. Cole,J. Cole,Lil Durk
1,J. Cole,J. Cole,Lil Tjay
1,J. Cole,J. Cole,Lil Wayne
1,J. Cole,J. Cole,Maroon 5
1,J. Cole,J. Cole,Pusha T
1,J. Cole,J. Cole,Summer Walker
1,J. Cole,J. Cole,The Game
2,J. Cole,J. Cole,Travis Scott
3,J. Cole,J. Cole,Tyga
1,J. Cole,J. Cole,Wiz Khalifa
3,J. Cole,J. Cole,Young Thug
1,J. Cole,J. Cole,j‐hope
1,JID,JID,Jay Rock
1,JID,JID,John Legend
1,JID,JID,Khalid
1,JID,JID,Lil Durk
1,JID,JID,Lil Wayne
2,JID,JID,NewJeans
3,JVKE,JVKE,Jimin
2,JVKE,JVKE,Kodak Black
3,JVKE,JVKE,Muni Long
1,Jack Harlow,Jack Harlow,Jay Rock
3,Jack Harlow,Jack Harlow,Jung Kook
1,Jack Harlow,Jack Harlow,Justin Timberlake
1,Jack Harlow,Jack Harlow,Lil Baby
1,Jack Harlow,Jack Harlow,Lil Durk
3,Jack Harlow,Jack Harlow,Lil Nas X
1,Jack Harlow,Jack Harlow,Lil Wayne
1,Jack Harlow,Jack Harlow,Pharrell Williams
1,Jack Harlow,Jack Harlow,Post Malone
1,Jack Harlow,Jack Harlow,Saweetie
1,James Arthur,James Arthur,Juicy J
1,James Arthur,James Arthur,Lost Frequencies
2,James Arthur,James Arthur,Machine Gun Kelly
1,James Arthur,James Arthur,Marshmello
1,James Arthur,James Arthur,Sofía Reyes
1,Jason Derulo,Jason Derulo,Juicy J
2,Jason Derulo,Jason Derulo,Kodak Black
1,Jason Derulo,Jason Derulo,MNEK
2,Jason Derulo,Jason Derulo,Maluma
21,Jason Derulo,Jason Derulo,Nicki Minaj
1,Jason Derulo,Jason Derulo,Rema
1,Jason Derulo,Jason Derulo,Saweetie
1,Jason Derulo,Jason Derulo,Sia
1,Jason Derulo,Jason Derulo,Snoop Dogg
1,Jason Derulo,Jason Derulo,Sofía Reyes
2,Jason Derulo,Jason Derulo,The Game
1,Jason Derulo,Jason Derulo,Troye Sivan
2,Jason Derulo,Jason Derulo,Tyga
2,Jax Jones,Jax Jones,Joel Corry
1,Jax Jones,Jax Jones,Khalid
4,Jax Jones,Jax Jones,MNEK
1,Jax Jones,Jax Jones,Mae Muller
2,Jax Jones,Jax Jones,Saweetie
1,Jay Rock,Jay Rock,Juicy J
98,Jay Rock,Jay Rock,Kendrick Lamar
8,Jay Rock,Jay Rock,Lil Wayne
1,Jay Rock,Jay Rock,Nate Dogg
1,Jay Rock,Jay Rock,Project Pat
3,Jay Rock,Jay Rock,SZA
2,Jay Rock,Jay Rock,Snoop Dogg
7,Jay Rock,Jay Rock,The Game
1,Jhayco,Jhayco,Juhn
1,Jhayco,Jhayco,KAROL G
1,Jhayco,Jhayco,Kali Uchis
1,Jhayco,Jhayco,Luar la L
2,Jhayco,Jhayco,Lunay
2,Jhayco,Jhayco,Mora
3,Jhayco,Jhayco,Ozuna
2,Jhayco,Jhayco,Rauw Alejandro
1,Jhayco,Jhayco,Ryan Castro
1,Jhayco,Jhayco,Sebastián Yatra
2,Jhayco,Jhayco,Sech
1,Jhayco,Jhayco,Sofía Reyes
1,Jhayco,Jhayco,TINI
3,Jhayco,Jhayco,Tainy
1,Jhayco,Jhayco,Zion & Lennox
1,Jhayco,Jhayco,Álvaro Díaz
2,Jhayco,Jhayco,Ñengo Flow
1,Jimin,Jimin,Jung Kook
2,Jimin,Jimin,Kodak Black
3,Jimin,Jimin,Muni Long
4,Joel Corry,Joel Corry,MNEK
2,Joel Corry,Joel Corry,Saweetie
1,Joel Corry,Joel Corry,Shawn Mendes
1,Joel Corry,Joel Corry,Tiësto
42,John Legend,John Legend,Kanye West
1,John Legend,John Legend,Lady Gaga
7,John Legend,John Legend,Lil Wayne
1,John Legend,John Legend,Muni Long
1,John Legend,John Legend,Nile Rodgers
1,John Legend,John Legend,Paloma Faith
2,John Legend,John Legend,Pusha T
2,John Legend,John Legend,Saweetie
1,John Legend,John Legend,Sebastián Yatra
4,John Legend,John Legend,Snoop Dogg
1,John Legend,John Legend,Tiësto
1,John Legend,John Legend,Travis Scott
1,Joji,Joji,Swae Lee
1,Jonas Brothers,Jonas Brothers,KAROL G
1,Jonas Brothers,Jonas Brothers,Marshmello
1,Jonas Brothers,Jonas Brothers,Sebastián Yatra
2,Jordan Fisher,Jordan Fisher,Josh Levi
2,Jordan Fisher,Jordan Fisher,Topher Ngo
2,Jorge & Mateus,Jorge & Mateus,Luan Santana
3,Jorge & Mateus,Jorge & Mateus,Maiara & Maraisa
1,Jorge & Mateus,Jorge & Mateus,Marília Mendonça
2,Josh Levi,Josh Levi,Topher Ngo
1,Juhn,Juhn,Justin Quiles
2,Juhn,Juhn,Lenny Tavárez
1,Juhn,Juhn,Luar la L
1,Juhn,Juhn,Lyanno
1,Juhn,Juhn,Maluma
1,Juhn,Juhn,Nio García
2,Juhn,Juhn,Ozuna
1,Juhn,Juhn,Rauw Alejandro
2,Juhn,Juhn,Ñengo Flow
1,Juice WRLD,Juice WRLD,Justin Bieber
3,Juice WRLD,Juice WRLD,Kodak Black
2,Juice WRLD,Juice WRLD,Lil Durk
2,Juice WRLD,Juice WRLD,Lil Uzi Vert
1,Juice WRLD,Juice WRLD,Maroon 5
4,Juice WRLD,Juice WRLD,Marshmello
2,Juice WRLD,Juice WRLD,Nicki Minaj
4,Juice WRLD,Juice WRLD,Polo G
1,Juice WRLD,Juice WRLD,Post Malone
1,Juice WRLD,Juice WRLD,Roddy Ricch
2,Juice WRLD,Juice WRLD,Rvssian
1,Juice WRLD,Juice WRLD,SUGA
1,Juice WRLD,Juice WRLD,Southside
1,Juice WRLD,Juice WRLD,The Chainsmokers
8,Juice WRLD,Juice WRLD,The Kid LAROI
1,Juice WRLD,Juice WRLD,The Weeknd
1,Juice WRLD,Juice WRLD,Wiz Khalifa
12,Juice WRLD,Juice WRLD,Young Thug
1,Juice WRLD,Juice WRLD,YoungBoy Never Broke Again
3,Juice WRLD,Juice WRLD,benny blanco
1,Juicy J,Juicy J,Justin Bieber
1,Juicy J,Juicy J,Justin Timberlake
2,Juicy J,Juicy J,Katy Perry
1,Juicy J,Juicy J,Kendrick Lamar
6,Juicy J,Juicy J,Kevin Gates
1,Juicy J,Juicy J,Lil Baby
8,Juicy J,Juicy J,Lil Wayne
3,Juicy J,Juicy J,Mac Miller
1,Juicy J,Juicy J,Machine Gun Kelly
2,Juicy J,Juicy J,Marshmello
4,Juicy J,Juicy J,Megan Thee Stallion
7,Juicy J,Juicy J,Nicki Minaj
123,Juicy J,Juicy J,Project Pat
2,Juicy J,Juicy J,Pusha T
2,Juicy J,Juicy J,Sean Paul
7,Juicy J,Juicy J,Snoop Dogg
2,Juicy J,Juicy J,The Game
3,Juicy J,Juicy J,The Weeknd
3,Juicy J,Juicy J,Travis Scott
3,Juicy J,Juicy J,Tyga
100,Juicy J,Juicy J,Wiz Khalifa
1,Juicy J,Juicy J,XXXTENTACION
3,Juicy J,Juicy J,Young Thug
1,Juicy J,Juicy J,Yung Gravy
1,Juicy J,Juicy J,blackbear
1,Jung Kook,Jung Kook,Justin Timberlake
1,Jung Kook,Jung Kook,The Kid LAROI
1,Junior H,Junior H,Paloma Mami
1,Junior H,Junior H,Rauw Alejandro
2,Juseph,Juseph,La Pantera
1,Juseph,Juseph,Quevedo
1,Justin Bieber,Justin Bieber,Justin Timberlake
2,Justin Bieber,Justin Bieber,Kanye West
2,Justin Bieber,Justin Bieber,Kehlani
1,Justin Bieber,Justin Bieber,Khalid
1,Justin Bieber,Justin Bieber,Lady Gaga
1,Justin Bieber,Justin Bieber,Lil Uzi Vert
6,Justin Bieber,Justin Bieber,Lil Wayne
1,Justin Bieber,Justin Bieber,Mac Miller
1,Justin Bieber,Justin Bieber,Marshmello
2,Justin Bieber,Justin Bieber,Nicki Minaj
3,Justin Bieber,Justin Bieber,Omah Lay
1,Justin Bieber,Justin Bieber,Ozuna
5,Justin Bieber,Justin Bieber,Post Malone
1,Justin Bieber,Justin Bieber,SZA
1,Justin Bieber,Justin Bieber,Sean Paul
1,Justin Bieber,Justin Bieber,Shawn Mendes
1,Justin Bieber,Justin Bieber,Snoop Dogg
1,Justin Bieber,Justin Bieber,Summer Walker
1,Justin Bieber,Justin Bieber,Tems
4,Justin Bieber,Justin Bieber,The Kid LAROI
1,Justin Bieber,Justin Bieber,The Weeknd
2,Justin Bieber,Justin Bieber,Tiësto
4,Justin Bieber,Justin Bieber,Travis Scott
2,Justin Bieber,Justin Bieber,Tyga
1,Justin Bieber,Justin Bieber,Wizkid
3,Justin Bieber,Justin Bieber,Young Thug
1,Justin Bieber,Justin Bieber,Zion & Lennox
3,Justin Bieber,Justin Bieber,benny blanco
1,Justin Bieber,Justin Bieber,iann dior
1,Justin Quiles,Justin Quiles,KAROL G
1,Justin Quiles,Justin Quiles,L-Gante
17,Justin Quiles,Justin Quiles,Lenny Tavárez
1,Justin Quiles,Justin Quiles,Lyanno
3,Justin Quiles,Justin Quiles,Maluma
2,Justin Quiles,Justin Quiles,Manuel Turizo
1,Justin Quiles,Justin Quiles,Nio García
1,Justin Quiles,Justin Quiles,Ozuna
1,Justin Quiles,Justin Quiles,Paulo Londra
2,Justin Quiles,Justin Quiles,Rauw Alejandro
1,Justin Quiles,Justin Quiles,Rels B
1,Justin Quiles,Justin Quiles,Ryan Castro
1,Justin Quiles,Justin Quiles,Sean Paul
1,Justin Quiles,Justin Quiles,Sebastián Yatra
18,Justin Quiles,Justin Quiles,Sech
1,Justin Quiles,Justin Quiles,Tainy
4,Justin Quiles,Justin Quiles,Zion & Lennox
2,Justin Quiles,Justin Quiles,Ñengo Flow
2,Justin Timberlake,Justin Timberlake,Lady Gaga
2,Justin Timberlake,Justin Timberlake,Lil Wayne
5,Justin Timberlake,Justin Timberlake,Pharrell Williams
1,Justin Timberlake,Justin Timberlake,Pusha T
1,Justin Timberlake,Justin Timberlake,SZA
10,Justin Timberlake,Justin Timberlake,Snoop Dogg
6,Justin Timberlake,Justin Timberlake,The Game
3,Justin Timberlake,Justin Timberlake,Troye Sivan
2,KAROL G,KAROL G,Kali Uchis
1,KAROL G,KAROL G,Maluma
1,KAROL G,KAROL G,Nicki Minaj
3,KAROL G,KAROL G,Ozuna
1,KAROL G,KAROL G,Quevedo
1,KAROL G,KAROL G,Ryan Castro
1,KAROL G,KAROL G,Sean Paul
1,KAROL G,KAROL G,Sebastián Yatra
1,KAROL G,KAROL G,Sech
1,KAROL G,KAROL G,Shakira
1,KAROL G,KAROL G,Snoop Dogg
1,KAROL G,KAROL G,TINI
2,KAROL G,KAROL G,Tiësto
1,Kali Uchis,Kali Uchis,Mac Miller
1,Kali Uchis,Kali Uchis,Ozuna
1,Kali Uchis,Kali Uchis,Rauw Alejandro
1,Kali Uchis,Kali Uchis,SZA
1,Kali Uchis,Kali Uchis,Snoop Dogg
2,Kali Uchis,Kali Uchis,Steve Lacy
1,Kali Uchis,Kali Uchis,Summer Walker
1,Kali Uchis,Kali Uchis,Tainy
1,Kanye West,Kanye West,Katy Perry
5,Kanye West,Kanye West,Kendrick Lamar
2,Kanye West,Kanye West,Lady Gaga
3,Kanye West,Kanye West,Lil Baby
4,Kanye West,Kanye West,Lil Durk
1,Kanye West,Kanye West,Lil Uzi Vert
26,Kanye West,Kanye West,Lil Wayne
1,Kanye West,Kanye West,Lost Frequencies
1,Kanye West,Kanye West,Maroon 5
6,Kanye West,Kanye West,Nicki Minaj
8,Kanye West,Kanye West,Pharrell Williams
4,Kanye West,Kanye West,Playboi Carti
5,Kanye West,Kanye West,Post Malone
1,Kanye West,Kanye West,Project Pat
31,Kanye West,Kanye West,Pusha T
1,Kanye West,Kanye West,Roddy Ricch
1,Kanye West,Kanye West,Sampha
1,Kanye West,Kanye West,Sia
2,Kanye West,Kanye West,Snoop Dogg
3,Kanye West,Kanye West,Stromae
24,Kanye West,Kanye West,The Game
4,Kanye West,Kanye West,The Weeknd
9,Kanye West,Kanye West,Travis Scott
3,Kanye West,Kanye West,Tyga
4,Kanye West,Kanye West,XXXTENTACION
9,Kanye West,Kanye West,Young Thug
1,Katy Perry,Katy Perry,Lady Gaga
1,Katy Perry,Katy Perry,Luísa Sonza
4,Katy Perry,Katy Perry,Nicki Minaj
2,Katy Perry,Katy Perry,Pharrell Williams
1,Katy Perry,Katy Perry,Sia
10,Katy Perry,Katy Perry,Snoop Dogg
1,Katy Perry,Katy Perry,Tiësto
1,Kehlani,Kehlani,Megan Thee Stallion
1,Kehlani,Kehlani,Post Malone
1,Kehlani,Kehlani,Pusha T
1,Kehlani,Kehlani,Russ
1,Kehlani,Kehlani,YoungBoy Never Broke Again
1,Kendrick Lamar,Kendrick Lamar,Kevin Gates
1,Kendrick Lamar,Kendrick Lamar,Kodak Black
6,Kendrick Lamar,Kendrick Lamar,Lil Wayne
5,Kendrick Lamar,Kendrick Lamar,Mac Miller
1,Kendrick Lamar,Kendrick Lamar,Machine Gun Kelly
